,symbol,organ_name,en_organ_name,icb_name3,en_icb_name3,icb_name2,en_icb_name2,icb_name4,en_icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
1283,AST,Công ty Cổ phần Dịch vụ Hàng không Taseco,Taseco Air Services Joint Stock Company,Bán lẻ,General Retailers,Bán lẻ,Retail,Phân phối hàng chuyên dụng,Specialty Retailers,CT,5000,5300,5370,5379
1284,SVG,Công ty Cổ phần Hơi kỹ nghệ Que hàn,Industrial Gas and Welding Electrode Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Công nghiệp phức hợp,Diversified Industrials,CT,2000,2700,2720,2727
1285,TBC,Công ty Cổ phần Thủy điện Thác Bà,Thac Ba Hydropower Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
1286,VKC,Công ty Cổ phần VKC Holdings,VKC Holdings Joint Stock Company,Ô tô và phụ tùng,Automobiles & Parts,Ô tô và phụ tùng,Automobiles & Parts,Lốp xe,Tires,CT,3000,3300,3350,3357
1287,TAL,Công Ty Cổ Phần Đầu Tư Bất Động Sản Taseco,Taseco Land Investment Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
1288,TAW,Công ty Cổ phần Cấp nước Trung An,Trung An Water Supply Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
1289,TB8,Công ty Cổ phần Sản xuất và Kinh doanh Vật tư Thiết bị - VVMI,VVMI - Manufacturing and Materials Equipment Trading Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Containers & Đóng gói,Containers & Packaging,CT,2000,2700,2720,2723
1290,TBD,Tổng công ty Thiết bị điện Đông Anh - Công ty Cổ phần,Dong Anh Electrical Equipment Corporation,Điện tử & Thiết bị điện,Electronic & Electrical Equipment,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Thiết bị điện,Electronic Equipment,CT,2000,2700,2730,2737
1291,TBH,Công ty Cổ phần Tổng Bách Hóa,General Department Store Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,"Kho bãi, hậu cần và bảo dưỡng",Transportation Services,CT,2000,2700,2770,2777
1292,TBW,Công ty cổ phần Nước sạch Thái Bình,Thai Binh Clean Water Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
1293,TBX,Công ty Cổ phần Xi măng Thái Bình,Thai Binh Cement Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
1294,TCB,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,Vietnam Technological And Commercial Joint Stock Bank,Ngân hàng,Banks,Ngân hàng,Banks,Ngân hàng,Banks,NH,8301,8300,8350,8355
1295,TCL,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Tan Cang Logistics and Stevedoring Join Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Dịch vụ vận tải,Trucking,CT,2000,2700,2770,2779
1296,TCO,Công ty Cổ phần TCO Holdings,TCO Holdings Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Dịch vụ vận tải,Trucking,CT,2000,2700,2770,2779
1297,TCI,Công ty Cổ phần Chứng khoán Thành Công,ThanhCong Securities Company,Dịch vụ tài chính,Financial Services,Dịch vụ tài chính,Financial Services,Môi giới chứng khoán,Investment Services,CK,8000,8700,8770,8777
1298,G36,Tổng Công ty 36 - Công ty Cổ phần,36 Corporation,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1299,TCW,Công ty Cổ phần Kho Vận Tân Cảng,Tan Cang Warehousing Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,"Kho bãi, hậu cần và bảo dưỡng",Transportation Services,CT,2000,2700,2770,2777
1300,TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Binhduong Trade And Development Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,"Tư Vấn, Định giá, Môi giới Bất động sản",Real Estate Services,CT,8000,8600,8630,8637
1301,VCP,Công ty Cổ phần Xây dựng và Năng lượng VCP,VCP Power & Construction Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
1302,GTD,Công ty Cổ phần Giầy Thượng Đình,Thuong Dinh Footwear Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Giầy dép,Footwear,CT,3000,3700,3760,3765
1303,TDH,Công ty Cổ phần Phát triển Nhà Thủ Đức,Thu Duc Housing Development Corporation,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
1304,VKP,Công ty Cổ phần Nhựa Tân Hóa,Viky Plastic Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Nhựa, cao su & sợi",Commodity Chemicals,CT,1000,1300,1350,1353
1305,BTB,Công ty Cổ phần Bia Hà Nội - Thái Bình,Ha Noi - Thai Binh Beer Joint Stock Company,Bia và đồ uống,Beverages,Thực phẩm và đồ uống,Food & Beverage,Sản xuất bia,Brewers,CT,3000,3500,3530,3533
1306,TTD,Công ty Cổ phần Bệnh viện Tim Tâm Đức,Tam Duc Cardiology Hospital Joint Stock Company,Thiết bị và Dịch vụ Y tế,Health Care Equipment & Services,Y tế,Health Care,Chăm sóc y tế,Health Care Providers,CT,4000,4500,4530,4533
1307,VLA,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,Van Lang Technology Development and Investment Joint Stock Company,Phần mềm & Dịch vụ Máy tính,Software & Computer Services,Công nghệ Thông tin,Technology,Phần mềm,Software,CT,9000,9500,9530,9537
1308,TDM,Công ty Cổ phần Nước Thủ Dầu Một,Thu Dau Mot Water Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
1309,NTH,Công ty Cổ phần Thủy điện Nước Trong,Nuoc trong Thermal Power Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
1310,TDP,Công ty Cổ phần Thuận Đức,Thuan Duc Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Containers & Đóng gói,Containers & Packaging,CT,2000,2700,2720,2723
1311,TDS,Công ty Cổ phần Thép Thủ Đức - VNSTEEL,VNSTEEL - Thu Duc Steel Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
1312,TDT,Công ty Cổ phần Đầu tư và Phát triển TDT,TDT Investment And Development Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
1313,TDW,Công ty Cổ phần Cấp nước Thủ Đức,Thu Duc Water Supply Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
1314,CET,Công ty Cổ phần HTC Holding,HTC Holding Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng cá nhân,Personal Products,CT,3000,3700,3760,3767
1315,TED,Tổng Công ty Tư vấn Thiết kế Giao thông Vận tải - CTCP,Transport Engineering Design InCorporated,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1316,TEG,Công ty Cổ phần Năng Lượng và Bất động sản Trường Thành,Truong Thanh Energy and Real Estate Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
1317,TEL,Công ty Cổ phần Phát triển công trình viễn thông,Telecommunication Project Construction Development Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1318,TET,Công ty Cổ phần Vải sợi May mặc Miền Bắc,Northern Textiles And Garments Joint Stock Company (TEXTACO),Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
1319,TFC,Công ty Cổ phần Trang,TRANG CORPORATION,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
1320,TGG,Công ty Cổ phần The Golden Group,The Golden Group Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1321,TH1,Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,The Vietnam National General Export - Import Joint Stock Company No.1,Phân phối thực phẩm & dược phẩm,Food & Drug Retailers,Bán lẻ,Retail,Phân phối thực phẩm,Food Retailers & Wholesalers,CT,5000,5300,5330,5337
1322,MTB,Công ty Cổ phần Môi trường và Công trình đô thị tỉnh Thái Bình,Thai Binh Environment And Urban Projects Joint Stock Company,Tư vấn & Hỗ trợ Kinh doanh,Support Services,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Chất thải & Môi trường,Waste & Disposal Services,CT,2000,2700,2790,2799
1323,THB,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,Ha Noi - Thanh Hoa Beer Joint Stock Company,Bia và đồ uống,Beverages,Thực phẩm và đồ uống,Food & Beverage,Sản xuất bia,Brewers,CT,3000,3500,3530,3533
1324,THD,Công ty Cổ phần Thaiholdings,Thaiholdings Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,"Tư Vấn, Định giá, Môi giới Bất động sản",Real Estate Services,CT,8000,8600,8630,8637
1325,THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,Tien Giang Investment and Construction Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1326,THS,Công ty Cổ phần Thanh Hoa Sông Đà,Song Da Thanh Hoa Joint Stock Company,Bán lẻ,General Retailers,Bán lẻ,Retail,Bán lẻ phức hợp,Broadline Retailers,CT,5000,5300,5370,5373
1327,THT,Công ty Cổ phần Than Hà Tu - Vinacomin,Vinacomin - Ha Tu Coal Joint Stock Company,Khai khoáng,Mining,Tài nguyên Cơ bản,Basic Resources,Khai thác Than,Coal,CT,1000,1700,1770,1771
1328,AIC,Tổng Công ty Cổ phần Bảo hiểm Hàng không,Vietnam National Aviation Insurance Corporation,Bảo hiểm phi nhân thọ,Nonlife Insurance,Bảo hiểm,Insurance,Bảo hiểm phi nhân thọ,Property & Casualty Insurance,BH,8000,8500,8530,8536
1329,TAN,Công ty Cổ phần Cà phê Thuận An,Thuan An Coffee Joint Stock Company,Bia và đồ uống,Beverages,Thực phẩm và đồ uống,Food & Beverage,Đồ uống & giải khát,Soft Drinks,CT,3000,3500,3530,3537
1330,THW,Công ty Cổ phần Cấp nước Tân Hòa,Tan Hoa Water Supply Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
1331,TIE,Công ty Cổ phần TIE,Telecommunications Industry Electronics Joint Stock Company,Điện tử & Thiết bị điện,Electronic & Electrical Equipment,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Hàng điện & điện tử,Electrical Components & Equipment,CT,2000,2700,2730,2733
1332,TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,Tien Thanh Service and Trading Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
1333,TID,Công ty Cổ phần Tổng Công ty Tín Nghĩa,Tin Nghia Corporation,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
1334,DTG,Công ty Cổ phần Dược phẩm Tipharco,Tipharco Pharmaceutical Joint Stock Company,Dược phẩm,Pharmaceuticals & Biotechnology,Y tế,Health Care,Dược phẩm,Pharmaceuticals,CT,4000,4500,4570,4577
1335,TIS,Công ty Cổ phần Gang thép Thái Nguyên,Thai Nguyen Iron and Steel Joint Stock Corporation,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
1336,TIX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Tan Binh Import - Export Joint Stock Corporation,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
1337,TKC,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,Tanky Construction Real Estate Trading Corporation,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1338,TKG,Công ty Cổ phần Sản xuất và Thương mại Tùng Khánh,Tung Khanh Trading and Manufacturing Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
1339,TL4,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,Hydraulics Construction Corporation No.4 Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1340,TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Thang Long Urban Development and Construction Investment Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
1341,TLG,Công ty Cổ phần Tập đoàn Thiên Long,Thien Long Group Corporation,Hàng gia dụng,Household Goods & Home Construction,Hàng cá nhân & Gia dụng,Personal & Household Goods,Đồ gia dụng một lần,Nondurable Household Products,CT,3000,3700,3720,3724
1342,TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,Tienlen Steel Corporation Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
1343,TLI,Công ty Cổ phần May Quốc tế Thắng Lợi,Thang Loi International Garment Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
1344,MBS,Công ty Cổ phần Chứng khoán MB,MB Securities Joint Stock Company,Dịch vụ tài chính,Financial Services,Dịch vụ tài chính,Financial Services,Môi giới chứng khoán,Investment Services,CK,8000,8700,8770,8777
1345,TLT,Công ty Cổ phần Viglacera Thăng Long,Viglacera ThangLong Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
1346,VNC,Công ty Cổ phần Tập đoàn Vinacontrol,Vinacontrol Group Corporation,Tư vấn & Hỗ trợ Kinh doanh,Support Services,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Tư vấn & Hỗ trợ KD,Business Support Services,CT,2000,2700,2790,2791
1347,TMP,Công ty Cổ phần Thủy điện Thác Mơ,Thac Mo Hydropower Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
1348,TMS,Công ty Cổ phần Transimex,Transimex Corporation,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,"Kho bãi, hậu cần và bảo dưỡng",Transportation Services,CT,2000,2700,2770,2777
1349,TMT,Công ty Cổ phần Ô tô TMT,TMT Motors Corporation,Ô tô và phụ tùng,Automobiles & Parts,Ô tô và phụ tùng,Automobiles & Parts,Sản xuất ô tô,Automobiles,CT,3000,3300,3350,3353
1350,VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Vietnam National Construction Consultant Corporation - JSC,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
1351,TMW,Công ty Cổ phần Tổng hợp Gỗ Tân Mai,Tan Mai General Wood Joint Stock Company,Lâm nghiệp và Giấy,Forestry & Paper,Tài nguyên Cơ bản,Basic Resources,Lâm sản và Chế biến gỗ,Forestry,CT,1000,1700,1730,1733
1352,TN1,Công ty Cổ phần Rox Key Holdings,Rox Key Holdings Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
1353,TNA,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,Thien Nam Trading Import-Export Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
1354,TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,VNSTEEL - Nha Be Steel Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
1355,STH,Công ty Cổ phần Phát hành sách Thái Nguyên,Thai Nguyen Book Distribution Joint Stock Company,Truyền thông,Media,Truyền thông,Media,"Sách, ấn bản & sản phẩm văn hóa",Publishing,CT,5000,5500,5550,5557
1356,TNC,Công ty Cổ phần Cao su Thống Nhất,Thong Nhat Rubber Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Nhựa, cao su & sợi",Commodity Chemicals,CT,1000,1300,1350,1353
1357,CGV,Công ty Cổ phần Vinaceglass,Vinaceglass Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
1358,BAX,Công ty Cổ phần Thống Nhất,Thong Nhat Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1359,TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,TNG Investment And Trading Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
1360,TNI,Công ty Cổ phần Tập đoàn Thành Nam,Thanh Nam Group Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
1361,TNM,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,Tranimexco Transportation Import-Export and Construction Joint-Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1362,TNT,Công ty Cổ phần Tập đoàn TNT,TNT Group Joint Stock Company,Khai khoáng,Mining,Tài nguyên Cơ bản,Basic Resources,Khai khoáng,General Mining,CT,1000,1700,1770,1775
1363,TCJ,Công ty Cổ phần Tô Châu,To Chau Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Nuôi trồng nông & hải sản,Farming & Fishing,CT,3000,3500,3570,3573
1364,GDA,Công ty Cổ phần Tôn Đông Á,Ton Dong A Corporation,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
1365,TOT,Công ty Cổ phần Transimex Logistics,Transimex Logistics Corporation,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Dịch vụ vận tải,Trucking,CT,2000,2700,2770,2779
1366,TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,Tien Phong Commercial Joint Stock Bank,Ngân hàng,Banks,Ngân hàng,Banks,Ngân hàng,Banks,NH,8301,8300,8350,8355
1367,BCF,Công ty Cổ phần Thực phẩm Bích Chi,Bich Chi Food Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
1368,TPH,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,Hanoi Textbooks Printing Joint Stock Company,Truyền thông,Media,Truyền thông,Media,"Sách, ấn bản & sản phẩm văn hóa",Publishing,CT,5000,5500,5550,5557
1369,TPP,Công ty Cổ phần Tân Phú Việt Nam,Tan Phu Viet Nam Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Containers & Đóng gói,Containers & Packaging,CT,2000,2700,2720,2723
1370,TRA,Công ty Cổ phần Traphaco,Traphaco Joint Stock Company,Dược phẩm,Pharmaceuticals & Biotechnology,Y tế,Health Care,Dược phẩm,Pharmaceuticals,CT,4000,4500,4570,4577
1371,TR1,Công ty Cổ phần Vận Tải 1 Traco,Traco Transport Joint Stock Corporation No.1,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,"Kho bãi, hậu cần và bảo dưỡng",Transportation Services,CT,2000,2700,2770,2777
1372,TCD,Công ty cổ phần Tập đoàn Xây dựng Tracodi,Tracodi Construction Holdings Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1373,TRC,Công ty Cổ phần Cao su Tây Ninh,Tay Ninh Rubber Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Nhựa, cao su & sợi",Commodity Chemicals,CT,1000,1300,1350,1353
1374,TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,Tracimexco Supply Chains and Agency Services Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Vận tải Thủy,Marine Transportation,CT,2000,2700,2770,2773
1375,TDF,Công ty Cổ phần Trung Đô,Trung Do Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
1376,VHH,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Thanh Dat Investment House Trading Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
1377,TS4,Công ty Cổ phần Thủy sản số 4,Seafood Joint Stock Company No 4,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Nuôi trồng nông & hải sản,Farming & Fishing,CT,3000,3500,3570,3573
1378,TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Techno - Agricultural Supplying Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Specialty Chemicals,CT,1000,1300,1350,1357
1379,TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Telecommunication Technical Service Joint Stock Company,Phần mềm & Dịch vụ Máy tính,Software & Computer Services,Công nghệ Thông tin,Technology,Dịch vụ Máy tính,Computer Services,CT,9000,9500,9530,9533
1380,TTB,Công ty Cổ phần TTBGROUP,TTBGROUP Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
1381,TTC,Công ty Cổ phần Gạch men Thanh Thanh,Thanh Thanh Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
1382,TTG,Công ty Cổ phần May Thanh Trì,Thanh Tri Garment Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
1383,VNF,Công ty Cổ phần Vinafreight,Vinafreight Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Dịch vụ vận tải,Trucking,CT,2000,2700,2770,2779
1384,HUB,Công ty Cổ phần Xây lắp Thừa Thiên Huế,Thua Thien Hue Construction Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
1385,VHC,Công ty Cổ phần Vĩnh Hoàn,Vinh Hoan Corporation,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Nuôi trồng nông & hải sản,Farming & Fishing,CT,3000,3500,3570,3573
1386,TTP,Công ty Cổ phần Bao bì Tân Tiến,Tan Tien Packaging Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Containers & Đóng gói,Containers & Packaging,CT,2000,2700,2720,2723
1387,VIF,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,Viet Nam Forestry Corporation Joint Stock Company,Lâm nghiệp và Giấy,Forestry & Paper,Tài nguyên Cơ bản,Basic Resources,Lâm sản và Chế biến gỗ,Forestry,CT,1000,1700,1730,1733
1388,TTZ,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Tien Trung Investment Construction and Technology Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
1389,GND,Công ty Cổ phần Gạch ngói Đồng Nai,Dong Nai Brick and Tile Corporation,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
1390,VSF,Tổng Công ty Lương thực Miền Nam - Công ty Cổ phần,Vietnam Southern Food Corporation - Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
