,symbol,organ_name,en_organ_name,icb_name3,en_icb_name3,icb_name2,en_icb_name2,icb_name4,en_icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
297,DSD,Công ty cổ phần DHC Suối Đôi,DHC Suoi Doi Corporation,Du lịch & Giải trí,Travel & Leisure,Du lịch và Giải trí,Travel & Leisure,Dịch vụ giải trí,Recreational Services,CT,5000,5700,5750,5755
298,CMF,Công ty Cổ phần Thực phẩm Cholimex,Cholimex Food Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
299,ASP,Công ty Cổ phần Tập đoàn Dầu khí An Pha,An Pha Petrol Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Phân phối xăng dầu & khí đốt,Gas Distribution,CT,7000,7500,7570,7573
300,EME,Công ty Cổ phần Điện Cơ,Electro Mechanical Corporation,Điện tử & Thiết bị điện,Electronic & Electrical Equipment,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Thiết bị điện,Electronic Equipment,CT,2000,2700,2730,2737
301,GLW,Công ty Cổ phần Cấp thoát nước Gia Lai,Gia Lai Water Supply Sewerage  Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
302,DMC,Công ty Cổ phần Xuất nhập khẩu Y tế DOMESCO,Domesco Medical Import - Export Joint Stock Corporation,Dược phẩm,Pharmaceuticals & Biotechnology,Y tế,Health Care,Dược phẩm,Pharmaceuticals,CT,4000,4500,4570,4577
303,CDR,Công ty Cổ phần Xây dựng Cao su Đồng Nai,Dong Nai Rubber Construction Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
304,ABI,Công ty Cổ phần Bảo hiểm Ngân hàng Nông Nghiệp,Agriculture Bank Insurance Joint Stock Corporation (ABIC),Bảo hiểm phi nhân thọ,Nonlife Insurance,Bảo hiểm,Insurance,Bảo hiểm phi nhân thọ,Property & Casualty Insurance,BH,8000,8500,8530,8536
305,HBS,Công ty Cổ phần Chứng khoán Hòa Bình,Hoa Binh Securities Joint Stock Company,Dịch vụ tài chính,Financial Services,Dịch vụ tài chính,Financial Services,Môi giới chứng khoán,Investment Services,CK,8000,8700,8770,8777
306,AAH,Công ty Cổ phần Hợp Nhất,Hop Nhat Joint Stock Company,Khai khoáng,Mining,Tài nguyên Cơ bản,Basic Resources,Khai thác Than,Coal,CT,1000,1700,1770,1771
307,HJS,Công ty Cổ phần Thủy điện Nậm Mu,Nam Mu Hydropower Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
308,CCA,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cần Thơ,Can Tho Import Export Seafood Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Nuôi trồng nông & hải sản,Farming & Fishing,CT,3000,3500,3570,3573
309,DTT,Công ty Cổ phần Kỹ nghệ Đô Thành,Do Thanh Technology Corporation,Hóa chất,Chemicals,Hóa chất,Chemicals,"Nhựa, cao su & sợi",Commodity Chemicals,CT,1000,1300,1350,1353
310,CTG,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Vietnam Joint Stock Commercial Bank For Industry and Trade,Ngân hàng,Banks,Ngân hàng,Banks,Ngân hàng,Banks,NH,8301,8300,8350,8355
311,MKP,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Mekophar Chemical Pharmaceutical Joint Stock Company,Dược phẩm,Pharmaceuticals & Biotechnology,Y tế,Health Care,Dược phẩm,Pharmaceuticals,CT,4000,4500,4570,4577
312,ATA,Công ty Cổ phần NTACO,NTACO Corporation,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Nuôi trồng nông & hải sản,Farming & Fishing,CT,3000,3500,3570,3573
313,HLC,Công ty Cổ phần Than Hà Lầm - Vinacomin,Ha Lam -  Vinacomin Coal Joint Stock Company,Khai khoáng,Mining,Tài nguyên Cơ bản,Basic Resources,Khai thác Than,Coal,CT,1000,1700,1770,1771
314,CLW,Công ty Cổ phần Cấp nước Chợ Lớn,ChoLon Water Supply Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
315,MGG,Tổng Công ty Đức Giang - Công ty Cổ phần,Duc Giang Corporation,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
316,BHA,Công ty cổ phần Thủy điện Bắc Hà,Bac Ha Hydropower Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
317,DWS,Công ty Cổ phần Cấp nước và Môi trường Đô thị Đồng Tháp,Dong Thap Water Supply & Urban Environment Joint - Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
318,CMC,Công ty Cổ phần Đầu tư CMC,CMC Investment Joint Stock Company,Ô tô và phụ tùng,Automobiles & Parts,Ô tô và phụ tùng,Automobiles & Parts,Sản xuất ô tô,Automobiles,CT,3000,3300,3350,3353
319,CST,Công ty Cổ phần Than Cao Sơn - TKV,Cao Son Coal Joint Stock Company,Khai khoáng,Mining,Tài nguyên Cơ bản,Basic Resources,Khai thác Than,Coal,CT,1000,1700,1770,1771
320,DPC,Công ty Cổ phần Nhựa Đà Nẵng,Da Nang Plastic Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Containers & Đóng gói,Containers & Packaging,CT,2000,2700,2720,2723
321,MGR,Công ty cổ phần Tập đoàn MGROUP,MGROUP Group Corporation,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
322,GTS,Công ty Cổ phần Công trình Giao thông Sài Gòn,Saigon Traffic Construction Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
323,BHK,Công ty Cổ phần Bia Hà Nội - Kim Bài,Ha Noi - Kim Bai Beer Joint Stock Company,Bia và đồ uống,Beverages,Thực phẩm và đồ uống,Food & Beverage,Sản xuất bia,Brewers,CT,3000,3500,3530,3533
324,HLS,Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn,Hoang Lien Son Technical Ceramic Joint Stock Company,Điện tử & Thiết bị điện,Electronic & Electrical Equipment,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Hàng điện & điện tử,Electrical Components & Equipment,CT,2000,2700,2730,2733
325,TIN,Công ty Tài chính Cổ phần Tín Việt,VIETCREDIT Finance Company,Dịch vụ tài chính,Financial Services,Dịch vụ tài chính,Financial Services,Quản lý tài sản,Asset Managers,NH,8000,8700,8770,8771
326,VVS,Công ty Cổ phần Đầu tư Phát triển Máy Việt Nam,Vietnam Machine Investment Development Joint Stock Company,Ô tô và phụ tùng,Automobiles & Parts,Ô tô và phụ tùng,Automobiles & Parts,Sản xuất ô tô,Automobiles,CT,3000,3300,3350,3353
327,BHN,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,Hanoi Beer Alcohol and Beverage Joint Stock Corporation,Bia và đồ uống,Beverages,Thực phẩm và đồ uống,Food & Beverage,Sản xuất bia,Brewers,CT,3000,3500,3530,3533
328,DWC,Công ty Cổ phần Cấp nước Đắk Lắk,Daklak Water Supply Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
329,DHB,Công ty Cổ phần Phân đạm và Hóa chất Hà Bắc,HaBac Nitrogenous Ferlitizer & Chemicals Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Specialty Chemicals,CT,1000,1300,1350,1357
330,HPI,Công ty Cổ phần Khu công nghiệp Hiệp Phước,Hiep Phuoc Industrial Park Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
331,BTU,Công ty Cổ phần Công trình Đô thị Bến Tre,Ben Tre Urban Project Joint Stock Company,Tư vấn & Hỗ trợ Kinh doanh,Support Services,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Chất thải & Môi trường,Waste & Disposal Services,CT,2000,2700,2790,2799
332,CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,CMC Corporation,Phần mềm & Dịch vụ Máy tính,Software & Computer Services,Công nghệ Thông tin,Technology,Dịch vụ Máy tính,Computer Services,CT,9000,9500,9530,9533
333,DPS,Công ty Cổ phần Đầu tư Phát triển Sóc Sơn,Soc Son Development Investment Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
334,BTW,Công ty Cổ phần Cấp nước Bến Thành,Ben Thanh Water Supply Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
335,HBD,Công ty Cổ phần Bao bì PP Bình Dương,Binh Duong PP Pack Making Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Containers & Đóng gói,Containers & Packaging,CT,2000,2700,2720,2723
336,BHP,Công ty Cổ phần Bia Hà Nội - Hải Phòng,Ha Noi - Hai Phong Beer Joint Stock Company,Bia và đồ uống,Beverages,Thực phẩm và đồ uống,Food & Beverage,Sản xuất bia,Brewers,CT,3000,3500,3530,3533
337,HMC,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,VNSTEEL - Ho Chi Minh City Metal Corporation,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
338,CMW,Công ty Cổ phần Cấp nước Cà Mau,Ca Mau Water Supply Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
339,ABS,Công ty Cổ phần Dịch vụ Nông nghiệp Bình Thuận,BinhThuan Agriculture Services Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Specialty Chemicals,CT,1000,1300,1350,1357
340,HMS,Công ty Cổ phần Xây dựng Bảo tàng Hồ Chí Minh,Hochiminh Museum Construction Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
341,CCC,Công ty Cổ Phần Xây Dựng CDC,CDC Construction Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
342,HMH,Công ty Cổ phần Hải Minh,Hai Minh Corporation,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Dịch vụ vận tải,Trucking,CT,2000,2700,2770,2779
343,ABW,Công ty Cổ phần Chứng khoán An Bình,An Binh Securities Joint Stock Company,Dịch vụ tài chính,Financial Services,Dịch vụ tài chính,Financial Services,Môi giới chứng khoán,Investment Services,CK,8000,8700,8770,8777
344,ADS,Công ty Cổ phần DAMSAN,Damsan Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
345,DAN,Công ty Cổ phần Dược Danapha,Danapha Pharmaceutical joint stock company,Dược phẩm,Pharmaceuticals & Biotechnology,Y tế,Health Care,Dược phẩm,Pharmaceuticals,CT,4000,4500,4570,4577
346,DNE,Công ty Cổ phần Môi trường Đô thị Đà Nẵng,Danang Urban Environment Joint Stock Company,Tư vấn & Hỗ trợ Kinh doanh,Support Services,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Chất thải & Môi trường,Waste & Disposal Services,CT,2000,2700,2790,2799
347,DQC,Công ty Cổ phần Tập đoàn Điện Quang,Dien Quang Group Joint Stock Company,Hàng gia dụng,Household Goods & Home Construction,Hàng cá nhân & Gia dụng,Personal & Household Goods,Thiết bị gia dụng,Furnishings,CT,3000,3700,3720,3726
348,CMP,Công ty Cổ phần Cảng Chân Mây,ChanMay Port Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,"Kho bãi, hậu cần và bảo dưỡng",Transportation Services,CT,2000,2700,2770,2777
349,KCB,Công ty Cổ phần Khoáng Sản và Luyện Kim Cao Bằng,Cao Bang Mineral and Metallurgical Joint Stock Company,Khai khoáng,Mining,Tài nguyên Cơ bản,Basic Resources,Khai khoáng,General Mining,CT,1000,1700,1770,1775
350,CMS,Công ty Cổ phần Tập đoàn CMH Việt Nam,CMH Viet Nam Group Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
351,CTI,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO,Cuong Thuan IDICO Development Investment Corporation,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
352,CBS,Công ty Cổ phần Mía đường Cao Bằng,Cao Bang Sugar Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
353,HNA,Công ty Cổ phần Thủy điện Hủa Na,Hua Na Hydropower Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
354,DRH,Công ty Cổ phần DRH Holdings,DRH Holdings JSC,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
355,ABT,Công ty Cổ phần Xuất nhập khẩu Thủy sản Bến Tre,Bentre Aquaproduct Import And Export Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Nuôi trồng nông & hải sản,Farming & Fishing,CT,3000,3500,3570,3573
356,CCI,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,Cuchi Commercial and Industrial Developing Investment Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Phân phối xăng dầu & khí đốt,Gas Distribution,CT,7000,7500,7570,7573
357,FIC,Tổng Công ty Vật liệu Xây dựng số 1 - Công ty Cổ phần,FICO Corporation - JSC,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
358,FIR,Công ty Cổ phần Địa ốc First Real,First Real Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
359,EVF,Công ty Tài chính Cổ phần Điện Lực,EVN Finance Joint Stock Company,Dịch vụ tài chính,Financial Services,Dịch vụ tài chính,Financial Services,Tài chính cá nhân,Consumer Finance,NH,8000,8700,8770,8773
360,PPT,Công ty cổ phần Petro Times,Petro Times Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Phân phối xăng dầu & khí đốt,Gas Distribution,CT,7000,7500,7570,7573
361,BIC,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,BIDV Insurance Corporation,Bảo hiểm phi nhân thọ,Nonlife Insurance,Bảo hiểm,Insurance,Bảo hiểm phi nhân thọ,Property & Casualty Insurance,BH,8000,8500,8530,8536
362,BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Investment and Industrial Development Joint Stock Corporation,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
363,DNP,Công ty Cổ phần DNP Holding,DNP Holding Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
364,BLT,Công ty Cổ phần Lương thực Bình Định,Binh Dinh Food Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
