,symbol,id,type,exchange,en_organ_name,en_organ_short_name,organ_short_name,organ_name
153,VIC,8424670,STOCK,HSX,VinGroup Joint Stock Company,VinGroup,VinGroup,Tập đoàn Vingroup - Công ty CP
154,VIB,8424806,STOCK,HSX,Viet Nam International Commercial Joint Stock Bank,VIBBank,VIBBank,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam
155,VHM121025,11410847,BOND,BOND,VHM121025 - Bond,VHM121025 - Bond,VHM121025 - Trái phiếu,VHM121025 - Trái phiếu
156,VHM121024,11410116,BOND,DELISTED,VHM121024 - Bond,VHM121024 - Bond,VHM121024 - Trái phiếu,VHM121024 - Trái phiếu
157,VHM,8424608,STOCK,HSX,Vinhomes Joint Stock Company,Vinhomes,Vinhomes,Công ty Cổ phần Vinhomes
158,VHL,8425268,STOCK,HNX,Viglacera Ha Long Joint Stock Company,Viglacera Ha Long,Viglacera Hạ Long,Công ty Cổ phần Viglacera Hạ Long
159,VHI,8424880,STOCK,DELISTED,,,,
160,VHH,8425395,STOCK,UPCOM,Thanh Dat Investment House Trading Joint Stock Company,Thanh Dat House Trading,Kinh doanh nhà Thành Đạt,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt
161,VHG,8425257,STOCK,UPCOM,Viet Trung Nam Investment and Development Joint Stock Company,Viet Trung Nam Investment and Development JSC,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam
162,VHF,8425711,STOCK,UPCOM,Vinh Ha Food Processing And Construction Joint Stock Company,Vinh Ha Food Processing,Chế biến lương thực Vĩnh Hà,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà
163,VHE,8425671,STOCK,HNX,Viet Nam Herbs and Foods Joint Stock Company,Viet Nam Herbs and Foods,Dược liệu và Thực phẩm VN,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam
164,VHD,8425498,STOCK,UPCOM,VINAHUD Urban and Housing Development Investment Joint Stock Company,VINAHUD,PT Nhà và Đô thị Vinaconex,Công ty Cổ phần Đầu tư phát triển nhà và đô thị VINAHUD
165,VHC,8424715,STOCK,HSX,Vinh Hoan Corporation,Vinh Hoan Corp.,Thủy sản Vĩnh Hoàn,Công ty Cổ phần Vĩnh Hoàn
166,VGV,8425579,STOCK,UPCOM,Vietnam National Construction Consultant Corporation - JSC,Vietnam National Construction Consultants,Tư vấn Xây dựng Việt Nam,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP
167,VGT,8425393,STOCK,UPCOM,Vietnam National Textile And Garment Group,VINATEX,VINATEX,Tập đoàn Dệt May Việt Nam
168,VGS,8425312,STOCK,HNX,Vietnam Germany Steel Pipe Joint Stock Company,Vietnam Germany Steel Pipe,Ống thép Việt Đức,Công ty Cổ phần Ống thép Việt - Đức VG PIPE
169,VGR,8425664,STOCK,UPCOM,VIP Green Port Joint Stock Company,VIP Green Port,Cảng xanh VIP,Công ty Cổ phần Cảng xanh VIP
170,VGP,8425327,STOCK,HNX,The Vegetexco Port Joint Stock Company,Vegetexco Port,Cảng Rau Quả,Công ty Cổ phần Cảng Rau Quả
171,VGL,8426110,STOCK,UPCOM,Vingal Vnsteel Industries Joint Stock Company,Vingal Industries,Mạ kẽm công nghiệp Vingal-Vnsteel,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel
172,VGI,8425678,STOCK,UPCOM,Viettel Global Investment Joint Stock Company,Viettel Global Investment,Đầu tư Quốc tế Viettel,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel
173,VGG,8426002,STOCK,UPCOM,Viet Tien Garment Corporation,Viet Tien Garment,May Việt Tiến,Tổng Công Ty Cổ phần May Việt Tiến
174,VGC,8424644,STOCK,HSX,Viglacera Corporation,Viglacera Corporation,Tổng Công ty Viglacera,Tổng Công ty Viglacera - Công ty Cổ phần
175,VFS,8425844,STOCK,HNX,Viet First Securities Corporation,Viet First Securities,Chứng khoán Nhất Việt,Công ty Cổ phần Chứng khoán Nhất Việt
176,VFR,8425591,STOCK,UPCOM,Transport and Chartering Corporation,Transport and Chartering Vietfracht,Vận tải Vietfracht,Công ty Cổ phần Vận tải và Thuê tàu
177,VFG,8424613,STOCK,HSX,Vietnam Fumigation Joint Stock Company,Vietnam Fumigation,Khử trùng Việt Nam,Công ty Cổ phần Khử trùng Việt Nam
178,VFC,8425817,STOCK,UPCOM,Vinafco Joint Stock Corporation,Vinafco,Vận tải biển VINAFCO,Công ty Cổ phần VINAFCO
179,VET,8426100,STOCK,UPCOM,NAVETCO National Veterinary Joint Stock Company,NAVETCO,Thuốc thú y trung ương Navetco,Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO
180,VES,8425190,STOCK,UPCOM,Meca Vneco Investment And Electricity Construction Joint Stock Company,ME CA VNECO,MÊ CA VNECO,Công ty Cổ phần Đầu tư và Xây dựng Điện MÊ CA VNECO
181,VEF,8425245,STOCK,UPCOM,Vietnam Exhibition Fair Centre Joint Stock Company,Vietnam Exhibition Fair Centre,Hội chợ Triển lãm Việt Nam,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam
182,VEC,8425829,STOCK,UPCOM,Vietnam Electronics And Informatics Joint Stock Corporation,VIETTRONICS,Điện tử và Tin học VN,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam
183,VEA,8425343,STOCK,UPCOM,Vietnam Engine and Agricultural Machinery Corporation,VEAM CORP,Máy động lực và Máy NN,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP
184,VE9,8425318,STOCK,UPCOM,VNECO 9 Investment & Construction Joint Stock Company,VNECO 9,VNECO 9,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9
185,VE8,8425354,STOCK,HNX,Vneco 8 Electricity Construction Joint Stock Corporation,Vneco 8 Electricity Construction,Xây dựng Điện Vneco 8,Công ty Cổ phần Xây dựng Điện Vneco 8
186,VE4,8425064,STOCK,HNX,VNECO4 Electricity Construction Joint Stock Company,VNECO4 Electricity Construction,Xây dựng điện VNECO4,Công ty Cổ phần Xây dựng điện VNECO4
187,VE3,8425419,STOCK,HNX,VNECO 3 Electricity Construction Joint Stock Company,VNECO 3 Electricity Construction,Xây dựng điện VNECO 3,Công ty Cổ phần Xây dựng điện VNECO 3
188,VE2,8425724,STOCK,UPCOM,VNECO 2 Electricity Construction Joint Stock Company,VNECO 2 Electricity Construction,Xây dựng Điện VNECO 2,Công ty Cổ phần Xây dựng Điện VNECO 2
189,VE1,8425791,STOCK,HNX,VNECO 1 Electricity Construction Joint Stock Company,VNECO 1,VNECO 1,Công ty Cổ phần Xây dựng điện VNECO 1
190,VDT,8425698,STOCK,UPCOM,Binh Tay Steel Netting Joint Stock Company,Binh Tay Steel Netting,Lưới thép Bình Tây,Công ty Cổ phần Lưới thép Bình Tây
191,VDS,8424800,STOCK,HSX,Viet Dragon Securities Corporation,Viet Dragon Securities,Chứng khoán Rồng Việt,Công ty Cổ phần Chứng khoán Rồng Việt
192,VDP,8424598,STOCK,HSX,VIDIPHA Central Pharmaceutical Joint Stock Company,VIDIPHA Central Pharma,Dược phẩm VIDIPHA,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA
193,VDN,8425648,STOCK,UPCOM,Vinatex Da Nang Joint Stock Company,Vinatex Da Nang,Vinatex Đà Nẵng,Công ty Cổ phần Vinatex Đà Nẵng
194,VDM,8425782,STOCK,DELISTED,Vietnam Textile Research Institute Joint Stock Company,Vietnam Textile Research Institute,Viện Nghiên cứu Dệt may,Công ty Cổ phần - Viện Nghiên cứu Dệt may
195,VDL,8426125,STOCK,HNX,Lam Dong Foodstuffs Joint Stock Company,Lam Dong Foodstuffs,Thực phẩm Lâm Đồng,Công ty Cổ phần Thực phẩm Lâm Đồng
196,VDG,14197949,STOCK,UPCOM,Van Dat Group Joint Stock Company,Van Dat Group,Vạn Đạt Group,Công ty Cổ phần Vạn Đạt Group
197,VDB,8425448,STOCK,UPCOM,Dong Bac Transport and Processing of Coal Joint Stock Company,Dong Bac Transport and Processing of Coal,Vận tải và CB Than Đông Bắc,Công ty Cổ phần Vận tải và Chế biến Than Đông Bắc
198,VCX,8425441,STOCK,UPCOM,YenBinh Cement Joint - Stock Company,Yen Binh Cement,Xi măng Yên Bình,Công ty Cổ phần Xi măng Yên Bình
199,VCW,8426054,STOCK,UPCOM,Song Da Water Investment Joint Stock Company,Song Da Water Investment,Đầu tư Nước sạch Sông Đà,Công ty Cổ phần Đầu tư Nước sạch Sông Đà
200,VCT,8425641,STOCK,UPCOM,Vinaconexs Construction Consultant Joint Stock Company,Vinaconexs Construction Consultant,Tư vấn XD Vinaconex,Công ty Cổ phần Tư vấn Xây dựng Vinaconex
201,VCS,8426153,STOCK,HNX,VICOSTONE Joint Stock Company,VICOSTONE,VICOSTONE,Công ty Cổ phần VICOSTONE
202,VCR,8425871,STOCK,UPCOM,Vinaconex Investment and Tourism Development Joint Stock Company,Vinaconex - ITC,Vinaconex - ITC,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex
203,VCP,8425828,STOCK,UPCOM,VCP Power & Construction Joint Stock Company,VCP Power & Construction,Xây dựng và Năng lượng VCP,Công ty Cổ phần Xây dựng và Năng lượng VCP
204,VCM,8425722,STOCK,HNX,BV Life Joint Stock Company,BV Life,BV Life,Công ty Cổ phần BV Life
205,VCI,8424585,STOCK,HSX,Vietcap Securities Joint Stock Company,Vietcap Securities,Chứng khoán Vietcap,Công ty Cổ phần Chứng khoán Vietcap
206,VCG,8424832,STOCK,HSX,Vietnam Construction And Import - Export Joint Stock Corporation,Vinaconex Group,VINACONEX,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam
207,VCF,8424991,STOCK,HSX,VinaCafé Bien Hoa Joint Stock Company,VinaCafé Bien Hoa ,VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa
208,VCE,8425515,STOCK,UPCOM,Construction Environment Joint Stock Company,Construction Environment,Xây lắp Môi trường,Công ty Cổ phần Xây lắp Môi trường
209,VCC,8425184,STOCK,HNX,Vinaconex 25 Joint Stock Company,Vinaconex 25,Vinaconex 25,Công ty Cổ phần Vinaconex 25
210,VCB,8424561,STOCK,HSX,Joint Stock Commercial Bank For Foreign Trade Of Vietnam,Vietcombank,Vietcombank,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam
211,VCA,8424744,STOCK,HSX,VNSTEEL - VICASA Joint Stock Company,VNSTEEL - VICASA,Thép VICASA - VNSTEEL,Công ty Cổ phần Thép VICASA - VNSTEEL
212,VC9,8425362,STOCK,HNX,VC9 - No 9 Construction Joint Stock Company ,VC9,Xây dựng số 9,Công ty Cổ phần Xây dựng số 9 - VC9
213,VC7,8425310,STOCK,HNX,BGI Group Joint Stock Company,BGI Group,BGI Group,Công ty Cổ phần Tập đoàn BGI
214,VC6,8425562,STOCK,HNX,Visicons Construction and Investment Joint Stock Company,Visicons,Visicons,Công ty cổ phần Xây dựng và Đầu tư Visicons
215,VC5,9679671,STOCK,UPCOM,Construction Joint Stock Company - Number 5,Viet Nam Construction No.5,Xây dựng Số 5,Công ty Cổ phần xây dựng số 5
216,VC3,8425305,STOCK,HNX,Nam MeKong Group Joint Stock Company,Nam MeKong Group,Tập đoàn Nam Mê Kông,Công ty Cổ phần Tập đoàn Nam Mê Kông
217,VC2,8425242,STOCK,HNX,VINA2 Investment and Construction Joint Stock Company,VINA2 Invest and Construction,Đầu tư và Xây dựng VINA2,Công ty Cổ phần Đầu tư và Xây dựng VINA2
218,VC1,8425394,STOCK,HNX,Construction Joint Stock Company No 1,Viet Nam Construction No.1,Xây dựng số 1,Công ty Cổ phần Xây dựng số 1
219,VBH,8426186,STOCK,UPCOM,Viettronics Binh Hoa Joint Stock Company,Viettronics Binh Hoa,Điện tử Bình Hòa,Công ty Cổ phần Điện tử Bình Hòa
220,VBG,8425643,STOCK,UPCOM,Vinacomin - Viet Bac Geology Joint Stock Company,Vinacomin - Viet Bac Geology,Địa chất Việt Bắc - TKV,Công ty Cổ phần Địa chất Việt Bắc - TKV
221,VBC,8426097,STOCK,HNX,Vinh Plastic and Bags Joint Stock Company,Vinh Plastic,Nhựa - Bao bì Vinh,"Công ty Cổ phần Nhựa, Bao bì Vinh"
222,VBB124007,14391238,BOND,BOND,VBB124007 - Bond,VBB124007 - Bond,VBB124007 - Trái phiếu,VBB124007 - Trái phiếu
223,VBB123017,14390567,BOND,BOND,VBB123017 - Bond,VBB123017 - Bond,VBB123017 - Trái phiếu,VBB123017 - Trái phiếu
224,VBB122033,13019327,BOND,DELISTED,VBB122033 - Bond,VBB122033 - Bond,VBB122033 - Trái phiếu,VBB122033 - Trái phiếu
225,VBB,8426211,STOCK,UPCOM,Vietnam Thuong Tin Commercial Joint Stock Bank,VietBank,VietBank,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín
226,VBA124019,14295532,BOND,BOND,VBA124019 - Bond,VBA124019 - Bond,VBA124019 - Trái phiếu,VBA124019 - Trái phiếu
227,VBA123036,13732552,BOND,BOND,VBA123036 - Bond,VBA123036 - Bond,VBA123036 - Trái phiếu,VBA123036 - Trái phiếu
228,VBA122001,12263593,BOND,BOND,VBA122001 - Bond,VBA122001 - Bond,VBA122001 - Trái phiếu,VBA122001 - Trái phiếu
229,VBA121033,11410347,BOND,BOND,VBA121033 - Bond,VBA121033 - Bond,VBA121033 - Trái phiếu,VBA121033 - Trái phiếu
230,VAV,8425502,STOCK,UPCOM,VIWACO Joint Stock Company,VIWACO,VIWACO,Công ty Cổ phần VIWACO
231,VAT,8425153,STOCK,DELISTED,Van Xuan VT Joint Stock Company,Van Xuan VT,Viễn thông Vạn Xuân,Công ty Cổ phần VT Vạn Xuân
232,VAF,8424697,STOCK,HSX,Van Dien Fused Magnesium Phosphate Fertilizer Joint Stock Company,Van Dien Phosphate Fertilizer,Phân lân Văn Điển,Công ty Cổ phần Phân lân nung chảy Văn Điển
233,VAB,8425253,STOCK,UPCOM,Vietnam-Asia Commercial Joint Stock Bank,Viet A Bank,Ngân hàng Việt Á,Ngân hàng Thương mại Cổ phần Việt Á
234,V21,8425349,STOCK,HNX,Vinaconex 21 Joint Stock Company,Vinaconex 21,Vinaconex 21,Công ty Cổ phần Vinaconex 21
235,V15,8425087,STOCK,UPCOM,Vinaconex 15 Joint Stock Company,Vinaconex 15,Vinaconex 15,Công ty Cổ phần Xây dựng số 15
236,V12,8425317,STOCK,HNX,Viet Nam Construction Joint Stock Company No 12,Vinaconex 12,VINACONEX 12,Công ty Cổ phần Xây dựng số 12
237,V11,8425186,STOCK,UPCOM,Vietnam Construction Joint Stock Company No11,Vinaconex No.11,VINACONEX No11,Công ty Cổ phần Xây dựng số 11
238,USD,8425748,STOCK,UPCOM,Soc Trang Public Works Joint Stock Company,Soc Trang Public Works,Công trình Đô thị Sóc Trăng,Công ty Cổ phần Công trình Đô thị Sóc Trăng
239,USC,8425336,STOCK,UPCOM,Union of Survey And Construction Joint Stock Company,Union of Survey And Construction,Khảo sát và Xây dựng - USCO,Công ty Cổ phần Khảo sát và Xây dựng - USCO
240,UPH,8425778,STOCK,UPCOM,No 25 Central Pharmaceutical Joint Stock Company,UPHACE,Dược phẩm TW25,Công ty Cổ phần Dược phẩm TW25
241,UPC,8425111,STOCK,UPCOM,Vung Tau Urban and Parks Development Joint Stock Company,VT.UPC,Cây xanh Vũng Tàu,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu
242,UNI,8425899,STOCK,HNX,Sao Mai Viet Investment and Development Joint Stock Company,Sao Mai Viet Investment and Development,Đầu tư và Phát triển Sao Mai Việt,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt
243,UMC,8425561,STOCK,UPCOM,Nam Dinh Urband Construction Management Joint Stock Company,Nam Dinh Urband Construction Management,Công trình đô thị Nam Định,Công ty Cổ phần Công trình đô thị Nam Định
244,UIC,8425029,STOCK,HSX,Idico Urban and House Development Joint stock Company,Idico Urban and House development,Phát triển Nhà và Đô thị IDICO,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO
245,UEM,8425216,STOCK,UPCOM,Vinacomin - Uong Bi Electric Mechanical Joint Stock Company,Uongbi Electric Mechanical,Cơ điện Uông Bí - Vinacomin,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin
246,UDL,8425820,STOCK,UPCOM,Dak Lak Urban and Enviroment Joint Stock Company,Dak Lak Urban and Enviroment,Đô thị và Môi trường Đắk Lắk,Công ty Cổ phần Đô thị và Môi trường Đắk Lắk
247,UDJ,8425995,STOCK,UPCOM,Becamex Urban Development Joint Stock Company,Becamex UDJ,Becamex UDJ,Công ty Cổ phần Phát triển Đô thị
248,UDC,8425000,STOCK,UPCOM,Urban Development Construction Corporation,Urban Development Construction,XD&PT Đô thị Bà Rịa - Vũng Tàu,Công ty Cổ phần Xây dựng và Phát triển đô thị Tỉnh Bà Rịa - Vũng Tàu
249,UCT,8426155,STOCK,UPCOM,CanTho Urban Joint Stock Company,CanTho Urban,Đô thị Cần Thơ,Công ty Cổ phần Đô thị Cần Thơ
250,TYA,8424547,STOCK,HSX,Taya (VIET NAM) Electric Wire and Cable Joint Stock Company,Taya Electric Wire and Cable,Dây và Cáp điện Taya,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam
251,TXM,8425970,STOCK,HNX,VICEM Gypsum and Cement Joint Stock Company,Gypsum and Cement,Thạch cao Xi măng,Công ty Cổ phần VICEM Thạch cao Xi Măng
252,TW3,8425374,STOCK,UPCOM,Central Pharmaceutical Joint Stock Company No.3,CETECO US,Dược TW3,Công ty Cổ phần Dược Trung Ương 3
253,TVW,8425559,STOCK,DELISTED,TraVinh Water Supply & Drainage Joint Stock Company,TraVinh Water Supply &  Drainage (Trawaco),Cấp thoát nước Trà Vinh,Công ty Cổ phần Cấp thoát nước Trà Vinh
254,TVT,8424927,STOCK,HSX,Viet Thang Corporation - JSC,Viet Thang Corp.,May Việt Thắng,Tổng Công ty Việt Thắng - CTCP
255,TVS,8424926,STOCK,HSX,Thien Viet Securities Joint-Stock Company,Thien Viet Securities,Chứng khoán Thiên Việt,Công ty Cổ phần Chứng khoán Thiên Việt
256,TVP,8425744,STOCK,DELISTED,TV.Pharm Pharmaceutical Joint Stock Company,TV Pharm,Dược phẩm TV.Pharm,Công ty Cổ phần Dược phẩm TV.Pharm
257,TVN,8425965,STOCK,UPCOM,Viet Nam Steel Corporation,Viet Nam Steel,Thép Việt Nam,Tổng Công ty Thép Việt Nam - Công ty Cổ phần
258,TVM,8425587,STOCK,UPCOM,Vinacomin Industry Investment Consulting Joint Stock Company,Vinacomin Industry Investment Consulting,Tư vấn đầu tư Mỏ,Công ty Cổ phần Tư vấn đầu tư Mỏ và công nghiệp - Vinacomin
259,TVH,8425477,STOCK,UPCOM,Construction Consultation Joint Stock Company For Maritime Building,Construction Consultation For Maritime Building,Tư vấn XD công trình Hàng hải,Công ty Cổ phần Tư vấn Xây dựng công trình Hàng hải
260,TVG,8425757,STOCK,UPCOM,Transport Investment And Construction Consultant Joint Stock Company,Transport Investment And Construction Consultant,XD Giao thông Vận tải,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải
261,TVD,8425451,STOCK,HNX,Vang Danh Coal Joint Stock Company,Vang Danh Coal,Than Vàng Danh,Công ty Cổ phần Than Vàng Danh - Vinacomin
262,TVC,8425267,STOCK,HNX,Tri Viet Asset Management Corporation Joint Stock Company,Tri Viet Corporation,Tập đoàn Trí Việt,Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt
263,TVB,8424614,STOCK,HSX,Tri Viet Securities Joint Stock Corporation,Tri Viet Securities,Chứng khoán Trí Việt,Công ty Cổ phần Chứng khoán Trí Việt
264,TVA,8425309,STOCK,UPCOM,Viglacera Thanh Tri Sanitary Joint Stock Company,Viglacera Thanh Tri Sanitary,Sứ Viglacera Thanh Trì,Công ty cổ phần Sứ Viglacera Thanh Trì
265,TV6,8426053,STOCK,UPCOM,EMA LAND Group Joint Stock Company,Thinh Vuong Trading,TM ĐT xây lắp điện Thịnh Vượng,Công ty Cổ phần Tập đoàn EMA LAND
266,TV4,8426068,STOCK,HNX,Power Engineering Consulting Joint Stock Company 4,Power Engineering Consulting 4,Tư vấn XD Điện 4,Công ty Cổ phần Tư vấn Xây dựng Điện 4
267,TV3,8426132,STOCK,HNX,Power Engineering Consulting Joint Stock Company 3,Power Engineering Consulting 3,Tư vấn XD điện 3,Công ty Cổ phần Tư vấn Xây dựng Điện 3
268,TV2,8425012,STOCK,HSX,Power Engineering Consulting Joint Stock Company 2,Power Engineering Consulting 2,Tư vấn XD Điện 2,Công ty Cổ phần Tư vấn Xây dựng Điện 2
269,TV1,8425635,STOCK,UPCOM,Power Engineering Consulting Joint Stock Company 1,Power Engineering Consulting 1,Tư vấn XD Điện 1,Công ty Cổ phần Tư vấn Xây dựng Điện 1
270,TUG,8425573,STOCK,UPCOM,Haiphong Tugboat and Transport Joint Stock Company,Hai Phong Tugboat and Transport,Lai dắt và VT cảng Hải Phòng,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng
271,TTZ,8426070,STOCK,UPCOM,Tien Trung Investment Construction and Technology Joint Stock Company,Tien Trung Construction,Xây dựng Tiến Trung,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung
272,TTT,8425816,STOCK,HNX,Tay Ninh Tourist - Trading Joint Stock Company,Tay Ninh Tourist - Trading,Du lịch - Thương Mại Tây Ninh,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh
273,TTS,8425085,STOCK,UPCOM,Thai Trung Steel Joint Stock Company,Thai Trung Steel,Cán thép Thái Trung,Công ty Cổ phần Cán thép Thái Trung
274,TTP,8425629,STOCK,UPCOM,Tan Tien Packaging Joint Stock Company,Tan Tien Plastic Packaging,Bao bì nhựa Tân Tiến,Công ty Cổ phần Bao bì Tân Tiến
275,TTN,8426124,STOCK,UPCOM,Viet Nam Technology & Telecommunication Joint Stock Company,Viet Nam Technology and Telecommunication,Công nghệ và Truyền thông VN,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam
